title,description,bedrooms,bathrooms,size,area,type,parking,ownership,completion,developer,furnishing,built_up_area,elevators,number_of_parking,number_of_appartments,balcony_size,category,number_of_floors,amenities,totla_building_area,imgs,plans_2d,plans_3d,signaturea,price
Vacant Now | High End Fitout | 5 Parking,"Fitted Office | Vacant | SZR Views | 5 Parking- Fitted office- Vacant- Sheikh Zayed Road views- 5 parking spaces- 2457 square foot- Fitted pantry- Perfect for investment or end user- Close to both DMCC metro and DAMAC Properties Metro stations- Visitors parking- Partitioned- Unfurnished- Call Yahya on View Contact Detail- RERA Permit: View Contact DetailThis 2457 square foot fitted, partitioned and vacant office is available for sale in Reef Tower, Cluster O in Jumeirah Lake Towers. This office comes vacant on transfer and has 5 dedicated parking spaces, which will be suitable for both an end user or investor. For more information and viewing please contact on View Contact Detail. We can also help with obtaining finance, speak to one of our team for more information and to arrange an impartial, non-obligatory mortgage consultation.DED# 951444, RERA# 26502BRN# 45279",,,"2,457",Jumeirah Lake Towers (JLT),Office,,,,,,,,,,,,,"Electricity Backup,Parking Spaces: 5,Centrally Air-Conditioned,Central Heating,Storage Areas,Lobby in Building,Service Elevators,Reception/Waiting Room,Flooring,Cafeteria or Canteen,Waste Disposal,Maintenance Staff,Cleaning Services,Security Staff,CCTV Security",,"https://images.bayut.com/thumbnails/314261874-800x600.jpeg,https://images.bayut.com/thumbnails/311726149-800x600.jpeg,https://images.bayut.com/thumbnails/314261887-800x600.jpeg,https://images.bayut.com/thumbnails/314261874-120x90.jpeg,https://images.bayut.com/thumbnails/311726149-120x90.jpeg,https://images.bayut.com/thumbnails/314261876-120x90.jpeg,https://images.bayut.com/thumbnails/314675832-120x90.jpeg,https://images.bayut.com/thumbnails/311726152-120x90.jpeg,https://images.bayut.com/thumbnails/314675837-120x90.jpeg,https://images.bayut.com/thumbnails/315601316-120x90.jpeg,https://images.bayut.com/thumbnails/330296312-120x90.jpeg,https://images.bayut.com/thumbnails/311726156-120x90.jpeg,https://images.bayut.com/thumbnails/314261883-120x90.jpeg,https://images.bayut.com/thumbnails/311726158-120x90.jpeg,https://images.bayut.com/thumbnails/314261885-120x90.jpeg,https://images.bayut.com/thumbnails/314675854-120x90.jpeg,https://images.bayut.com/thumbnails/314261887-120x90.jpeg,https://images.bayut.com/thumbnails/168393109-240x180.jpeg",,,1675262644866,"3,950,000"
Lucrative Unit | Vacant On Transfer | Westburry tower,"AQUA Properties is pleased to offer this spacious, fitted, and partitioned office available for sell in Westbury Tower 1, Commercial Tower, Business Bay. The property spans over 1,455 square feet of built-up area. Property Details: * Community view* BUA: 1455 sq. ft* Fitted and partitioned* Smart entrance system* 1 Covered parking space* Partitioned* rentedAmenities and facilities:* Spacious lobby* 24-hour security* 24-hour maintenance* Bus services* Mosque. * Public transport* Near Downtown* Close to multiple supermarkets, shopping malls, hospitals and restaurants. Westbury Commercial Tower is located in Business Bay offering seamless access to major Dubai highways. Boasting beautiful views of Burj Khalifa, Dubai Canal and Downtown Dubai. The project boasts a great location and amenities. Business Bay offers an array of premium apartments, hotel apartments and hotels, it has transformed into one of the most popular locations in the city, raising interest among renters, buyers and tourists. Business Bay is connected to the Red Line of Dubai Metro with Burj Khalifa, Dubai Mall station, and Business Bay Station.DED# 572574, RERA# 303",,,"1,455",Business Bay,Office,,,,,,,,,,,,,,,"https://images.bayut.com/thumbnails/335939708-800x600.jpeg,https://images.bayut.com/thumbnails/335939709-800x600.jpeg,https://images.bayut.com/thumbnails/311246299-800x600.jpeg,https://images.bayut.com/thumbnails/335939708-120x90.jpeg,https://images.bayut.com/thumbnails/335939709-120x90.jpeg,https://images.bayut.com/thumbnails/335939710-120x90.jpeg,https://images.bayut.com/thumbnails/335939711-120x90.jpeg,https://images.bayut.com/thumbnails/335939712-120x90.jpeg,https://images.bayut.com/thumbnails/335939713-120x90.jpeg,https://images.bayut.com/thumbnails/335939714-120x90.jpeg,https://images.bayut.com/thumbnails/335939715-120x90.jpeg,https://images.bayut.com/thumbnails/335939716-120x90.jpeg,https://images.bayut.com/thumbnails/335939717-120x90.jpeg,https://images.bayut.com/thumbnails/335939718-120x90.jpeg,https://images.bayut.com/thumbnails/335939719-120x90.jpeg,https://images.bayut.com/thumbnails/311246299-120x90.jpeg,https://images.bayut.com/thumbnails/27680899-240x180.jpeg",,,1675262647776,"1,990,000"
Fully Furnished | Spectacular View | Tenanted 8% ROI Commercial Asset,"WOW Properties is proud to present this Luxurious Office. Opus Tower is a 21-storey mixed-use building in Business Bay known as an one of the architectural wonder in Dubai, Opus Tower is famous for its impressive design. The infrastructure of the tower is an ideal blend of art and technology. The cubic building has a fluid-like void at the center which gives it a unique look. The center of the cube is made of blue-tinted glass while the outer part uses black glass. Built by Omniyat Properties, Opus Tower is designed by the famous award-winning Iraqi designer, architect Zaha Hadid. The tower is also referred to as Opus Tower by Zaha Hadid. - 2 Covered Parking space- Common Bathroom- Luxurious pristine furniture and fittings- Near access to Metro station and Bay Avenue Mall. - 24/7 security & access control- 5 minutes to Downtown, Dubai Mall and Sheikh Zaid Road- Commercial asset with guaranteed 8% ROI. For more information, please don't hesitate to call we are happy to help.DED# 929503, RERA# 25770",,,"2,058",Business Bay,Office,,,,,Furnished,,,,,,,,,,"https://images.bayut.com/thumbnails/338390698-800x600.jpeg,https://images.bayut.com/thumbnails/338390699-800x600.jpeg,https://images.bayut.com/thumbnails/338390866-800x600.jpeg,https://images.bayut.com/thumbnails/338390698-120x90.jpeg,https://images.bayut.com/thumbnails/338390699-120x90.jpeg,https://images.bayut.com/thumbnails/338390700-120x90.jpeg,https://images.bayut.com/thumbnails/338390701-120x90.jpeg,https://images.bayut.com/thumbnails/338390702-120x90.jpeg,https://images.bayut.com/thumbnails/338390703-120x90.jpeg,https://images.bayut.com/thumbnails/338390704-120x90.jpeg,https://images.bayut.com/thumbnails/338390705-120x90.jpeg,https://images.bayut.com/thumbnails/338390706-120x90.jpeg,https://images.bayut.com/thumbnails/338390854-120x90.jpeg,https://images.bayut.com/thumbnails/338390855-120x90.jpeg,https://images.bayut.com/thumbnails/338390858-120x90.jpeg,https://images.bayut.com/thumbnails/338390860-120x90.jpeg,https://images.bayut.com/thumbnails/338390862-120x90.jpeg,https://images.bayut.com/thumbnails/338390864-120x90.jpeg,https://images.bayut.com/thumbnails/338390865-120x90.jpeg,https://images.bayut.com/thumbnails/338390866-120x90.jpeg,https://images.bayut.com/thumbnails/105784847-240x180.jpeg",,,1675262651468,"15,490,000"
Vacant | Furnished Office | Next To Metro,"VACANT | FURNISHED OFFICE | NEXT TO METRO- Fitted office- Furnished- Partitioned- Vacant- 2077 square foot- Greens View- Meeting room- Perfect for end user or investor- Next to metro station- Call Yahya on View Contact Detail- RERA Permit: View Contact DetailThis 2077 square foot fitted, furnished and partitioned vacant office is available immediately for sale in Damac Executive Heights, Barsha Heights (Tecom)This office comes with 1 dedicated parking spot and comes plug and play which is perfect for an end user or an investor. Call Yahya Nassar on View Contact Detail or visit www. williamsinternationalgroup. com for further details. We can also help with obtaining finance, speak to one of our team for more information & to arrange an impartial, non-obligatory mortgage consultation.DED# 951444, RERA# 26502BRN# 45279",,,"2,077",Barsha Heights (Tecom),Office,,,,,Furnished,,,,,,,,"Furnished,Electricity Backup,Parking Spaces: 1,Centrally Air-Conditioned,Central Heating,Storage Areas,Balcony or Terrace,Lobby in Building,Service Elevators,Flooring,Gym or Health Club,Swimming Pool,Cafeteria or Canteen,Waste Disposal,Maintenance Staff,Cleaning Services,Security Staff,CCTV Security,Laundry Room",,"https://images.bayut.com/thumbnails/314261925-800x600.jpeg,https://images.bayut.com/thumbnails/309998438-800x600.jpeg,https://images.bayut.com/thumbnails/314261938-800x600.jpeg,https://images.bayut.com/thumbnails/314261925-120x90.jpeg,https://images.bayut.com/thumbnails/309998438-120x90.jpeg,https://images.bayut.com/thumbnails/309998439-120x90.jpeg,https://images.bayut.com/thumbnails/314675826-120x90.jpeg,https://images.bayut.com/thumbnails/331831671-120x90.jpeg,https://images.bayut.com/thumbnails/312706957-120x90.jpeg,https://images.bayut.com/thumbnails/310994354-120x90.jpeg,https://images.bayut.com/thumbnails/314261936-120x90.jpeg,https://images.bayut.com/thumbnails/309998445-120x90.jpeg,https://images.bayut.com/thumbnails/314261938-120x90.jpeg,https://images.bayut.com/thumbnails/168393109-240x180.jpeg",,,1675262654849,"1,600,000"
2 Parking Spaces| Fully Furnished | Business Bay,"AQUA Properties proudly presents this amazing office space for sale in Al Manara Tower, Business Bay. This fully-fitted commercial space covers an area of 1162.28 sq. ft. (as per title deed). The unit offers a beautiful landmark view. It is set in a prime location, very near to the metro station. It has the basic needs of the owners and the tenants covered with facilities such as security, modern premises, high flooring, etc. * Fully-fitted office* Size: 1162.28 sq. ft* Community view* 2 Parking spacesAmenities and facilities:- Spacious lobby- Smart entrance system- 24-hour security- High-speed internet- Near the metro station- Covered parking- 24Hour Maintenance- Bank/ATM Facility- Bus services- Mosque- Public parking- Public transport- Close to multiple supermarkets, shopping malls, hospitals, and restaurantsAl Manara Tower has been considered as one of the Grade A Commercial Building completed in 2011. It was designed exclusively to reflect both the style and functionality as well as to feature a fully serviced business center, conference, auditorium facility, a leisure deck. It is primarily located within the so-called metropolis of Dubai wherein a number of office buildings, commercial and residential blocks set under the acres of landscaped gardens interspersed with fascinating roads, walkways, and historical creek. It is just next to Churchill Towers in Business Bay. As corporate owners, you will benefit the car parking with business facilities planned within the complex so as to enhance your corporate efficiency in particular.DED# 572574, RERA# 303",,,"1,162",Business Bay,Office,,,,,,,,,,,,,,,"https://images.bayut.com/thumbnails/332798236-800x600.jpeg,https://images.bayut.com/thumbnails/332798237-800x600.jpeg,https://images.bayut.com/thumbnails/332798246-800x600.jpeg,https://images.bayut.com/thumbnails/332798236-120x90.jpeg,https://images.bayut.com/thumbnails/332798237-120x90.jpeg,https://images.bayut.com/thumbnails/332798238-120x90.jpeg,https://images.bayut.com/thumbnails/332798239-120x90.jpeg,https://images.bayut.com/thumbnails/332798240-120x90.jpeg,https://images.bayut.com/thumbnails/332798241-120x90.jpeg,https://images.bayut.com/thumbnails/332798242-120x90.jpeg,https://images.bayut.com/thumbnails/332798243-120x90.jpeg,https://images.bayut.com/thumbnails/332798244-120x90.jpeg,https://images.bayut.com/thumbnails/332798245-120x90.jpeg,https://images.bayut.com/thumbnails/332798246-120x90.jpeg,https://images.bayut.com/thumbnails/27680899-240x180.jpeg",,,1675262658148,"1,220,000"
Furnished | 4 Parking | Partitioned | Balcony,"Furnished | 4 Parking | Partitioned | Balcony- Furnished office- Partitioned- 4 parking spaces- Exclusive with me- Balcony- 6126 square foot- Fitted pantry- Fitted washroom- Perfect for investor or long term end user- Call Yahya on View Contact Detail- RERA Permit: View Contact DetailThis 6126 square foot fitted, furnished and partitioned office is available for sale in Jumeirah Business Centre 4, Cluster N in JLT. This office is perfect for any investor or long term end user to take advantage of this large size office, the office has 4 dedicated parking spaces and is located directly opposite the new Uptown District. We can also help with obtaining finance, speak to one of our team for more information & to arrange an impartial, non-obligatory mortgage consultation. Call Yahya Nassar on View Contact Detail or visit www. williamsinternationalgroup. com for further details.DED# 951444, RERA# 26502BRN# 45279",,,"6,126",Jumeirah Lake Towers (JLT),Office,,,,,Furnished,,,,,,,,"Furnished,Electricity Backup,Parking Spaces: 4,Centrally Air-Conditioned,Central Heating,Storage Areas,Balcony or Terrace,Lobby in Building,Service Elevators,Reception/Waiting Room,Flooring,Cafeteria or Canteen,Waste Disposal,Maintenance Staff,Cleaning Services,Security Staff,CCTV Security",,"https://images.bayut.com/thumbnails/306420153-800x600.jpeg,https://images.bayut.com/thumbnails/310266442-800x600.jpeg,https://images.bayut.com/thumbnails/305675600-800x600.jpeg,https://images.bayut.com/thumbnails/306420153-120x90.jpeg,https://images.bayut.com/thumbnails/310266442-120x90.jpeg,https://images.bayut.com/thumbnails/314261940-120x90.jpeg,https://images.bayut.com/thumbnails/314261942-120x90.jpeg,https://images.bayut.com/thumbnails/312706990-120x90.jpeg,https://images.bayut.com/thumbnails/305675596-120x90.jpeg,https://images.bayut.com/thumbnails/305675597-120x90.jpeg,https://images.bayut.com/thumbnails/305675598-120x90.jpeg,https://images.bayut.com/thumbnails/305675599-120x90.jpeg,https://images.bayut.com/thumbnails/305675600-120x90.jpeg,https://img.youtube.com/vi/MrtvkQaXQjg/sddefault.jpg,https://img.youtube.com/vi/MrtvkQaXQjg/default.jpg,https://images.bayut.com/thumbnails/168393109-240x180.jpeg",,,1675262661111,"7,963,800"
8% ROI |Canal View|Partly Furnished Fitted Office,"KAYE & CO REAL ESTATE L. L. C welcomes you to this fitted office located at B2B Tower, Business Bay Dubai. Property details:- Partly furnished- Fitted office- 1 Parking- Mid floor- Canal ViewAmenities:- 24hr Security- High-Speed Elevators- Retail Shops- Conference HallPlease contact Prakash at View Contact Detail for any additional information. B2B Tower is a 23-storey commercial building located within the Business Bay District which will provide International Businesses with a favorable environment and infrastructure to set up operations as regional headquarters. The project has been basically designed to emphasize the amazing view of the creek on the South side and skyscrapers on the North side as well. Most of the offices in the building will have breathtaking views of the Downtown Community and the historical creek of Dubai. KAYE & CO. is a privately-run real estate firm with more than fifteen years of local industry experience. We are a Downtown focused agency and if you are looking for somebody to guide you in this community, please get in touch with us. PROPERTY FEATURES:  -Basement parking -Central air conditioning -Community View -Covered parking -Gymnasium -On low floor -Part furnished -Private garage -View of sea/water -24 hours Maintenance -Business Center -Concierge service -Fitness Center -Metro station -Public parking -Public transport -Recreational Facilities -Restaurants -School -Shopping mall -Shops -Walking TrailsRERA# 17029, DED# 755060, ORN# 17029",,,356,Business Bay,Office,,,,,Furnished,,,,,,,,"Furnished,Parking Spaces,Centrally Air-Conditioned,Gym or Health Club,Maintenance Staff,Business Center,24 Hours Concierge,View",,"https://images.bayut.com/thumbnails/304378467-800x600.jpeg,https://images.bayut.com/thumbnails/304378468-800x600.jpeg,https://images.bayut.com/thumbnails/304378477-800x600.jpeg,https://images.bayut.com/thumbnails/304378467-120x90.jpeg,https://images.bayut.com/thumbnails/304378468-120x90.jpeg,https://images.bayut.com/thumbnails/304378469-120x90.jpeg,https://images.bayut.com/thumbnails/304378470-120x90.jpeg,https://images.bayut.com/thumbnails/304378471-120x90.jpeg,https://images.bayut.com/thumbnails/304378472-120x90.jpeg,https://images.bayut.com/thumbnails/304378473-120x90.jpeg,https://images.bayut.com/thumbnails/304378474-120x90.jpeg,https://images.bayut.com/thumbnails/304378475-120x90.jpeg,https://images.bayut.com/thumbnails/304378476-120x90.jpeg,https://images.bayut.com/thumbnails/304378477-120x90.jpeg,https://images.bayut.com/thumbnails/27681788-240x180.jpeg",,,1675262663504,"474,900"
Exclusive | Canal View | Several Options Available,"KAYE & CO REAL ESTATE L. L. C. welcomes you to this fully fitted office in Al Manara, Business bay, Dubai. Property details:- Multiple units available - Fully fitted - Canal view - 2 Parkings- Pantry- Rented until March 2024Amenities and Facilities:- 24 Hours Security- Business Center- Conference Rooms- Health Club- Spacious Lobby- Meeting Halls- High-Speed ElevatorsPlease feel free to contact Asall at View Contact Detail for any additional information. Al Manara Tower has been considered one of the Grade A Commercial Building completed in 2011. It was designed exclusively to reflect both the style and functionality as well as to feature a fully serviced business center, conference, auditorium facility, and leisure deck. KAYE & CO. is a privately-run real estate firm with more than fifteen years of local industry experience. We are a Downtown focused agency and if you are looking for somebody to guide you in this community, please get in touch with us. PROPERTY FEATURES:  -Basement parking -Central air conditioning -Central heating -Community View -Covered parking -Fully furnished -On mid floor -Private garage -Shared swimming pool -View of sea/water -24 hours Maintenance -Bank/ATM Facility -Business Center -Concierge service -Fitness Center -Metro station -Mosque -Public parking -Public transport -Restaurants -School -Shopping mall -ShopsRERA# 17029, DED# 755060, ORN# 17029BRN# 49642",,,812,Business Bay,Office,,,,,Furnished,,,,,,,,"Furnished,Parking Spaces,Centrally Air-Conditioned,Central Heating,Gym or Health Club,Maintenance Staff,Business Center,ATM Facility,24 Hours Concierge,View",,"https://images.bayut.com/thumbnails/303679321-800x600.jpeg,https://images.bayut.com/thumbnails/303679325-800x600.jpeg,https://images.bayut.com/thumbnails/303679342-800x600.jpeg,https://images.bayut.com/thumbnails/303679321-120x90.jpeg,https://images.bayut.com/thumbnails/303679325-120x90.jpeg,https://images.bayut.com/thumbnails/303679326-120x90.jpeg,https://images.bayut.com/thumbnails/303679328-120x90.jpeg,https://images.bayut.com/thumbnails/303679330-120x90.jpeg,https://images.bayut.com/thumbnails/303970832-120x90.jpeg,https://images.bayut.com/thumbnails/303970833-120x90.jpeg,https://images.bayut.com/thumbnails/303970834-120x90.jpeg,https://images.bayut.com/thumbnails/303970835-120x90.jpeg,https://images.bayut.com/thumbnails/303970836-120x90.jpeg,https://images.bayut.com/thumbnails/303679342-120x90.jpeg,https://images.bayut.com/thumbnails/27681788-240x180.jpeg",,,1675262665514,"959,900"
Shell and Core | Partial Canal View | Balcony,"KAYE & CO REAL ESTATE L. L. C. welcomes you to this fitted office in XL Tower, Business Bay. Property details:- Shell and Core- Low floor- With Balcony- Partial Canal and Road view - Retail Outlets- Green Surrounding- Health care centerProject Highlights:- Commercial tower spanning multiple floors- Designed exclusively to serve businesses' purpose- Located within Business Bay- Features exceptionally crafted- Constructed using the finest materials and elegantly crafted- Access to modern amenities and facilities- High-speed elevators and spacious lobbies- High-profile corporate, retail and residential neighborhoodPlease contact Asall at View Contact Detail for any additional information. XL Tower is situated on the most coveted strip in the Business Bay, right between Marasi Drive and beautiful Dubai Creek. One can easily use Sheikh Zayed Road and Al Khail Road for connecting with the most important areas of Dubai. KAYE & CO. is a privately-run real estate firm with more than fifteen years of local industry experience. We are a Downtown focused agency and if you are looking for somebody to guide you in this community, please get in touch with us. PROPERTY FEATURES:  -Balcony -Basement parking -BBQ area -Built in wardrobes -Central air conditioning -Central heating -Community View -Covered parking -Gymnasium -On low floor -Part furnished -Private garage -Shared swimming pool -View of sea/water -24 hours Maintenance -Business Center -Children's nursery -Children's play area -Concierge service -Fitness Center -Metro station -Mosque -Public parking -Public transport -Recreational Facilities -Restaurants -School -Shopping mall -ShopsRERA# 17029, DED# 755060, ORN# 17029BRN# 49642",,,"1,125",Business Bay,Office,,,,,Furnished,,,,,,,,"Furnished,Parking Spaces,Centrally Air-Conditioned,Central Heating,Balcony or Terrace,Gym or Health Club,Kids Play Area,Barbeque Area,Maintenance Staff,Business Center,24 Hours Concierge,View",,"https://images.bayut.com/thumbnails/296377602-800x600.jpeg,https://images.bayut.com/thumbnails/296377606-800x600.jpeg,https://images.bayut.com/thumbnails/296377634-800x600.jpeg,https://images.bayut.com/thumbnails/296377602-120x90.jpeg,https://images.bayut.com/thumbnails/296377606-120x90.jpeg,https://images.bayut.com/thumbnails/296377611-120x90.jpeg,https://images.bayut.com/thumbnails/296377617-120x90.jpeg,https://images.bayut.com/thumbnails/296377622-120x90.jpeg,https://images.bayut.com/thumbnails/296377625-120x90.jpeg,https://images.bayut.com/thumbnails/296377627-120x90.jpeg,https://images.bayut.com/thumbnails/296377629-120x90.jpeg,https://images.bayut.com/thumbnails/296377630-120x90.jpeg,https://images.bayut.com/thumbnails/296377631-120x90.jpeg,https://images.bayut.com/thumbnails/296377632-120x90.jpeg,https://images.bayut.com/thumbnails/296377633-120x90.jpeg,https://images.bayut.com/thumbnails/296377634-120x90.jpeg,https://images.bayut.com/thumbnails/27681788-240x180.jpeg",,,1675262667708,"1,269,900"
Fitted Office Space | Prime Location | Best Offer,"Azco Real Estate is pleased to offer this vast fitted office space in Diamond Business Center, Arjan, Dubai. PROPERTY DETAILS:-BUA: 581 sq. ft-Fitted office space-SpaciousFEATURES AND AMENITIES:-24-hour security-CCTV-Lobby with reception-Parking spaces-Supermarkets, shopping malls and restaurants nearby-Easy access to main roadsDiamond Business Centre 1 (DBC 1) is a commercial tower located in Arjan. The project has two clusters of buildings (1 & 2) and has a total of about 300 office & retail units. Visit our website azcorealestate. ae where you will find an extensive selection of properties available both for sale and for rent. Azco Real Estate also provides holiday homes, property management, and facility management services. Buyers, sellers, and tenants can reach us anytime. Thank you for choosing Azco Real Estate!DED# 601516, RERA# 752, DED# 952359, DED# 908692",,,581,Arjan,Office,,,,,,,,,,,,,"Electricity Backup,Centrally Air-Conditioned,Central Heating,Double Glazed Windows,Storage Areas,Lobby in Building,Service Elevators,Prayer Room,Reception/Waiting Room,Kids Play Area,Cafeteria or Canteen,Waste Disposal,Maintenance Staff,Cleaning Services,Business Center,Conference Room,Security Staff,CCTV Security,Broadband Internet,Satellite/Cable TV,Intercom,24 Hours Concierge,Freehold",,"https://images.bayut.com/thumbnails/296590666-800x600.jpeg,https://images.bayut.com/thumbnails/292365060-800x600.jpeg,https://images.bayut.com/thumbnails/296512016-800x600.jpeg,https://images.bayut.com/thumbnails/296590666-120x90.jpeg,https://images.bayut.com/thumbnails/292365060-120x90.jpeg,https://images.bayut.com/thumbnails/292365063-120x90.jpeg,https://images.bayut.com/thumbnails/294401743-120x90.jpeg,https://images.bayut.com/thumbnails/292365077-120x90.jpeg,https://images.bayut.com/thumbnails/290845097-120x90.jpeg,https://images.bayut.com/thumbnails/299899904-120x90.jpeg,https://images.bayut.com/thumbnails/302633597-120x90.jpeg,https://images.bayut.com/thumbnails/290850323-120x90.jpeg,https://images.bayut.com/thumbnails/296512016-120x90.jpeg,https://img.youtube.com/vi/StfHnhMvOwQ/sddefault.jpg,https://img.youtube.com/vi/StfHnhMvOwQ/default.jpg,https://images.bayut.com/thumbnails/96346843-240x180.jpeg",,,1675262670240,"450,000"
Resale | Good ROI | Stunning Views,"McCone Properties is proud to present this office space for sale in Jumeirah Bay Tower. Office Features:• High Floor• 1 parking• Rented, High ROI• High ceiling Building Features: • Lots of visitor parking• 24-hour security check• Great selection of restaurants• Walking distance to Metro• Easy access to Sheikh Zayed Road• An impressive lobbyJumeirah Bay X2 is located in the best location of Jumeirah Lake Towers or situated right at the entrance of the JLT Community. Set in the aforementioned prestigious development, the tower is surrounded by lakes, waterways, and landscaped gardens.Jumeirah Lake Towers Dubai is been known as a community where people can live, work and enjoy their life with equal soothe and serenity. The waterfront outdoor cafes and restaurants allow a late-night walk or stroll alongside the lake. Community retail stores cater to the basic needs of the inhabitants even available in close quarters. Squares and gardens between the clusters create huge and easy connectivity between the large districts of the community. For more details contact Saad HossainView Contact DetailDED# 684748, RERA# 12065",,,733,Jumeirah Lake Towers (JLT),Office,,,,,Unfurnished,,,,,,,,"Parking Spaces,Centrally Air-Conditioned,Central Heating,Conference Room,Security Staff,24 Hours Concierge",,"https://images.bayut.com/thumbnails/291645413-800x600.jpeg,https://images.bayut.com/thumbnails/291645419-800x600.jpeg,https://images.bayut.com/thumbnails/291645452-800x600.jpeg,https://images.bayut.com/thumbnails/291645413-120x90.jpeg,https://images.bayut.com/thumbnails/291645419-120x90.jpeg,https://images.bayut.com/thumbnails/291645423-120x90.jpeg,https://images.bayut.com/thumbnails/291645437-120x90.jpeg,https://images.bayut.com/thumbnails/291645451-120x90.jpeg,https://images.bayut.com/thumbnails/291645452-120x90.jpeg,https://images.bayut.com/thumbnails/27680006-240x180.jpeg",,,1675262672580,"650,000"
Vacant on Transfer |2 Parking slots | Westburry,"AQUA Properties is pleased to offer this spacious, fitted, and partitioned office available for sale in Westbury Tower 1, Commercial Tower, Business Bay. The property spans over 1,454.10 square feet of built-up area. Property details: * Community view* BUA: 1454.10 sq. ft* Fitted and partitioned* Spacious lobby* Smart entrance system* 2 Covered parking space* PartitionedAmenities and facilities:* 24-hour security* 24-hour maintenance* Bus services* Mosque* Public transport* Near Downtown* Close to multiple supermarkets, shopping malls, hospitals and restaurants. Westbury Commercial Tower is located in Business Bay offering seamless access to major Dubai highways. This tower boasts beautiful views of Burj Khalifa, Dubai Canal and Downtown Dubai. The project has a great location and amenities. Business Bay offers an array of premium apartments, hotel apartments and hotels, it has transformed into one of the most popular locations in the city, raising interest among renters, buyers and tourists. Business Bay is connected to the red line of Dubai Metro with Burj Khalifa/Dubai Mall, and Business Bay station.DED# 572574, RERA# 303",,,"1,454",Business Bay,Office,,,,,,,,,,,,,,,"https://images.bayut.com/thumbnails/335458726-800x600.jpeg,https://images.bayut.com/thumbnails/335458727-800x600.jpeg,https://images.bayut.com/thumbnails/335458738-800x600.jpeg,https://images.bayut.com/thumbnails/335458726-120x90.jpeg,https://images.bayut.com/thumbnails/335458727-120x90.jpeg,https://images.bayut.com/thumbnails/335458728-120x90.jpeg,https://images.bayut.com/thumbnails/335458729-120x90.jpeg,https://images.bayut.com/thumbnails/335458730-120x90.jpeg,https://images.bayut.com/thumbnails/335458731-120x90.jpeg,https://images.bayut.com/thumbnails/335458732-120x90.jpeg,https://images.bayut.com/thumbnails/335458733-120x90.jpeg,https://images.bayut.com/thumbnails/335458734-120x90.jpeg,https://images.bayut.com/thumbnails/335458735-120x90.jpeg,https://images.bayut.com/thumbnails/335458736-120x90.jpeg,https://images.bayut.com/thumbnails/335458737-120x90.jpeg,https://images.bayut.com/thumbnails/335458738-120x90.jpeg,https://images.bayut.com/thumbnails/27680899-240x180.jpeg",,,1675262675097,"1,800,000"
Fitted with Rooms | Investors Deal | Rented,"Are you looking to invest in a fitted office in Jumeirah Lake Towers?Well, this is absolutely perfect for you. Call now our property specialist for more details. Jumeirah Bay X3 is located in the fast-growing free zone district in Dubai, Jumeirah Lake Towers; as well as it is one of the three unique towers in a particular cluster. Property Features:Fitted Office SpaceJLT - Cluster XJumeirah Bay X3Rented till 19 March 2023High FloorHigh-Quality FinishesRaised Flooring System, Voice, and Data-enabled Floor BoxesSuspended CeilingVisitor parkingShops and Restaurants nearby24-HR SecurityHigh-Speed Elevators*Photos are for illustration purposes onlyMetropolitan Premium Properties (MPP) is dedicated to delivering our clients a wide array of services: sales, rentals, property management, consulting services, mortgage brokerage, and many more. It is an accredited agency for all licensed developers across the UAE, a leader in the UAE market, and considered one of Dubai's top real estate agencies.RERA# 11899, DED# 679325",,,"1,132",Jumeirah Lake Towers (JLT),Office,,,,,Unfurnished,,,,,,,,"Parking Spaces,Centrally Air-Conditioned,Broadband Internet,ATM Facility",,"https://images.bayut.com/thumbnails/328397919-800x600.jpeg,https://images.bayut.com/thumbnails/328397920-800x600.jpeg,https://images.bayut.com/thumbnails/328397927-800x600.jpeg,https://images.bayut.com/thumbnails/328397919-120x90.jpeg,https://images.bayut.com/thumbnails/328397920-120x90.jpeg,https://images.bayut.com/thumbnails/328397922-120x90.jpeg,https://images.bayut.com/thumbnails/328397925-120x90.jpeg,https://images.bayut.com/thumbnails/328397927-120x90.jpeg,https://images.bayut.com/thumbnails/27681144-240x180.jpeg",,,1675262677539,"1,019,124"
