title,description,bedrooms,bathrooms,size,area,type,parking,ownership,completion,developer,furnishing,built_up_area,elevators,number_of_parking,number_of_appartments,balcony_size,category,number_of_floors,amenities,totla_building_area,imgs,plans_2d,plans_3d,signaturea,price
10 Minutes - Dubai International Airport | Pay till 2026,"Limited Edition Waterfront Duplex townhouses by EMAAR @ Dubai Creek HarbourThe Cove3 BEDROOMS + MAIDSROOM + FAMILY ROOMThe Cove 2 at Dubai Creek Harbour is the latest luxury development by Emaar Properties offering elegant design 1 to 3 bedroom apartments and 2 to 4 bedroom townhouses along with duplexes. The luxury lifestyle at Creek Island comes with multi-storey buildings that are ready to offer its residents and guests a new waterfront lifestyle. 2 floorsPay till 2026AmenitiesOutdoor Children's Play AreaBBQ PitsLicensed Bars and RestaurantsClose to Creek Island's Waterfront PromenadeSquash CourtTemperature-Controlled Swimming PoolsState-of-the-art GymnasiumNear Retail Centre & SupermarketBurj Khalifa and Dubai Skyline ViewsViews of Downtown DubaiLocation Connectivity:05 Minutes - Ras Al Khor Wildlife Sanctuary10 Minutes - Dubai International Airport15 Minutes - Burj Khalifa & Downtown Dubai25 Minutes - Dubai Marina35 Minutes - Expo 202140 Minutes - Al Maktoum International AirportCompletion Year 2026CALL View Contact DetailDED# 615519, RERA# 1942",3,3,"2,470",Dubai Creek Harbour,Villa,,,,,,,,,,,,,,,"https://images.bayut.com/thumbnails/336843630-800x600.jpeg,https://images.bayut.com/thumbnails/336843631-800x600.jpeg,https://images.bayut.com/thumbnails/336843639-800x600.jpeg,https://images.bayut.com/thumbnails/336843630-120x90.jpeg,https://images.bayut.com/thumbnails/336843631-120x90.jpeg,https://images.bayut.com/thumbnails/336843632-120x90.jpeg,https://images.bayut.com/thumbnails/336843633-120x90.jpeg,https://images.bayut.com/thumbnails/336843634-120x90.jpeg,https://images.bayut.com/thumbnails/336845446-120x90.jpeg,https://images.bayut.com/thumbnails/336843636-120x90.jpeg,https://images.bayut.com/thumbnails/336845448-120x90.jpeg,https://images.bayut.com/thumbnails/336843638-120x90.jpeg,https://images.bayut.com/thumbnails/336843639-120x90.jpeg,https://images.bayut.com/thumbnails/27680105-240x180.jpeg",,,1675256973215,"6,000,000"
Brand New | High Floor | Sea View | Luxurious,"Brought to you by F&C Properties. This amazing, spacious and premium 1 Bedroom Apartment with a stunning view of the sea is located in Dubai Harbour - EMAAR Beachfront - Address The Bay. Property Details:* Bedroom: 1* Bathroom: 2* Size: 914 sq. ft. * Sea View* High Floor* Semi Furnished* Balcony: 1* Premium Class* Modern Kitchen - Open Style* Living & Dining Area + Guest Toilet + Storage Area* Master Bedroom + Attached Bathroom* Built in Wardrobes* No Parking Area: 1Amenities and Features:* BBQ Area* Swimming Pool* GYM Area + Kids Area* Steam & Sauna* Direct Access to Beach* Lobby service* Security 24/7 + CCTV Camera System* Beach Access* Payment Plan* Booking 10%* Till Completion 80% May 2026* On Handover 20% Dec 2026About the Project:Address Residences The Bay at Emaar Beachfront blends beachfront living and excellent design flair surrounded by unmatched views of the gulf's blue waters and superyachts, with direct access to the beach & an adjacent park.At F&C Properties, we are focused on providing only top-notch services whether it is sales, lease, or investment, our team has the right tools to keep our customers fully satisfied. Complete one-stop solutions to every customized need. Our Brokers are well trained and have extensive experience in the Real Estate market and will guide our clients all the way through until they are completely satisfied with our services. F&C Properties is partnered with:EMAAR Properties | DAMAC Properties | AZIZI | SOBHA Realty | SELECT GroupContact us now for more information about this property!-For More PropertiesVisit our Websitefandcproperties. ae-DED# 847427, RERA# 23115",,2,914,Dubai Harbour,Apartment,,,,,,,,,,,,,,,"https://images.bayut.com/thumbnails/337613831-800x600.jpeg,https://images.bayut.com/thumbnails/337613835-800x600.jpeg,https://images.bayut.com/thumbnails/337613844-800x600.jpeg,https://images.bayut.com/thumbnails/337613831-120x90.jpeg,https://images.bayut.com/thumbnails/337613835-120x90.jpeg,https://images.bayut.com/thumbnails/337613836-120x90.jpeg,https://images.bayut.com/thumbnails/337613837-120x90.jpeg,https://images.bayut.com/thumbnails/337613838-120x90.jpeg,https://images.bayut.com/thumbnails/337613839-120x90.jpeg,https://images.bayut.com/thumbnails/337613840-120x90.jpeg,https://images.bayut.com/thumbnails/337613841-120x90.jpeg,https://images.bayut.com/thumbnails/337613842-120x90.jpeg,https://images.bayut.com/thumbnails/337613843-120x90.jpeg,https://images.bayut.com/thumbnails/337613844-120x90.jpeg,https://images.bayut.com/thumbnails/96440205-240x180.jpeg",,,1675256977133,"3,000,000"
Premium 1BR w/ Amazing Payment Plan | Ideal for Investment,"The Riviera Reef project is located next to the largest mall in the world, the longest ice skating rink, and the largest crystal lake suitable for swimming. Riviera Reve complements your already distinguished lifestyle with an endless variety of premium retail shops and dining experiences on the French-Riviera-inspired boulevard. Anticipated Completion Date: August 2024Payment Plan- 10% on Booking - 40% during construction- 50% on CompletionNearby Locations:- Meydan One Mall and Meydan Tower - 2 minutes - Dubai International Airport - 15 minutes - Downtown Dubai - 10 minutes- Dubai Creek - 10 minutes n - Dubai Festival City - 10 minutes Riviera Reve is our newly launched residential development located in the heart of Dubai. It is comprised of studios, 1, 2, and 3-bedroom apartments, bringing you the best of beachside living, leisure, and entertainment.DED# 678226, RERA# 11889",,2,825,Meydan City,Apartment,,,,,,,,,,,,,"Centrally Air-Conditioned,Central Heating,Double Glazed Windows,Balcony or Terrace,Lobby in Building,Service Elevators,Reception/Waiting Room,Gym or Health Club,Swimming Pool,Waste Disposal,Security Staff,CCTV Security,Intercom,ATM Facility,Freehold",,"https://images.bayut.com/thumbnails/336709020-800x600.jpeg,https://images.bayut.com/thumbnails/336709021-800x600.jpeg,https://images.bayut.com/thumbnails/336709034-800x600.jpeg,https://images.bayut.com/thumbnails/336709020-120x90.jpeg,https://images.bayut.com/thumbnails/336709021-120x90.jpeg,https://images.bayut.com/thumbnails/336709022-120x90.jpeg,https://images.bayut.com/thumbnails/336709023-120x90.jpeg,https://images.bayut.com/thumbnails/336709024-120x90.jpeg,https://images.bayut.com/thumbnails/336709025-120x90.jpeg,https://images.bayut.com/thumbnails/336709026-120x90.jpeg,https://images.bayut.com/thumbnails/336713062-120x90.jpeg,https://images.bayut.com/thumbnails/336709028-120x90.jpeg,https://images.bayut.com/thumbnails/336709029-120x90.jpeg,https://images.bayut.com/thumbnails/336709030-120x90.jpeg,https://images.bayut.com/thumbnails/336709031-120x90.jpeg,https://images.bayut.com/thumbnails/336709032-120x90.jpeg,https://images.bayut.com/thumbnails/336709033-120x90.jpeg,https://images.bayut.com/thumbnails/336709034-120x90.jpeg,https://img.youtube.com/vi/shCRL-Ehoko/sddefault.jpg,https://img.youtube.com/vi/shCRL-Ehoko/default.jpg,https://images.bayut.com/thumbnails/174193432-240x180.jpeg",,,1675256981404,"3,066,000"
Modern and Bright Unit | Crystal Lagoon View w/ Payment Plan,"Riviera Rêve is here by Azizi Developments at Meydan, Mohammed Bin Rashid City offering the most luxurious and classy studios, 1, 2, & 3 bedroom apartments. Property details:- Well-laid-out 1 Bedroom Apartment- Crystal Lagoon's view- Fitted kitchen- Size: 779 sqftAnticipated Completion Date: August 2024Payment Plan- 10% on Booking- 40% during construction- 50% on Completion Main Access Points:- Al Khail Road - 1 minute- Meydan One Mall & Meydan Tower - 2 minutes- Meydan Racecourse - 3 minutes- Festival Festival City & IKEA - 10 minutes- Downtown Dubai (10 mins)- Dubai Creek -10 minutes- Dubai International Airport -15 minutes- Kite Beach & Jumeirah -16 minutesAmenities:*Gymnasium*Infinity Swimming pool*Car Wash*Elevators*Valet parking*Grocery*Dining*RestaurantsDED# 678226, RERA# 11889",,2,793,Meydan City,Apartment,,,,,,,,,,,,,"Centrally Air-Conditioned,Central Heating,Balcony or Terrace,Lobby in Building,Service Elevators,Reception/Waiting Room,Gym or Health Club,Security Staff,CCTV Security",,"https://images.bayut.com/thumbnails/336712952-800x600.jpeg,https://images.bayut.com/thumbnails/336708855-800x600.jpeg,https://images.bayut.com/thumbnails/336708869-800x600.jpeg,https://images.bayut.com/thumbnails/336712952-120x90.jpeg,https://images.bayut.com/thumbnails/336708855-120x90.jpeg,https://images.bayut.com/thumbnails/336708856-120x90.jpeg,https://images.bayut.com/thumbnails/336712983-120x90.jpeg,https://images.bayut.com/thumbnails/336712993-120x90.jpeg,https://images.bayut.com/thumbnails/336708859-120x90.jpeg,https://images.bayut.com/thumbnails/336708860-120x90.jpeg,https://images.bayut.com/thumbnails/336708861-120x90.jpeg,https://images.bayut.com/thumbnails/336713046-120x90.jpeg,https://images.bayut.com/thumbnails/336708864-120x90.jpeg,https://images.bayut.com/thumbnails/336708865-120x90.jpeg,https://images.bayut.com/thumbnails/336708866-120x90.jpeg,https://images.bayut.com/thumbnails/336708867-120x90.jpeg,https://images.bayut.com/thumbnails/336708868-120x90.jpeg,https://images.bayut.com/thumbnails/336708869-120x90.jpeg,https://img.youtube.com/vi/shCRL-Ehoko/sddefault.jpg,https://img.youtube.com/vi/shCRL-Ehoko/default.jpg,https://images.bayut.com/thumbnails/174193432-240x180.jpeg",,,1675256984562,"2,935,000"
"Right Opposite JSS School | Luxury Living | Smart Homes | 50,000 sq. ft. Podium Lvl Garden |","Prowin Properties is proudly presents LUMA 22 located in one of Dubai’s most up-and?coming areas JVC ,after the success of Luma21 unparalleled building developments for its price range. These ace apartments offer various sizes plus convenience, beauty and state-of-the-art amenities for living life in style. Discover your ideal living space in the exquisite, affordable upscale apartments of Luma22, with amenities designed for a community of busy professionals and families. Vibrant, light-filled spaces offer you a picturesque view of the centrally located private gardensPROJECT HIGHLIGHTS*Ground + 5 Floors*Separate MALE / FEMALE Roof Top Temperature Controlled*Separate MALE / FEMALE GYM*Internal community garden with lush green spaces*Smart Home System*Covered Car ParkPROPERTY FEATURES:■ 1 Allocated Parking Space■ Balcony■ Fully Fitted Kitchen■ Built-in Wardrobes■ Concierge Services■ Community View■ Community Garden■ Near major highways(Sheikh Mohammed Bin Zayed Road and Al Khail Road)■ Nearby Mosque■ Near The Circle MallPRICE AND PAYMENT PLAN DETAILS:■ 10% - booking ■ 10% - Signing of Sales and Purchase Agreement■ 10% - after 3 months ■ 10% - after 6 months ■ 10% - after 9 months ■ 50% - Completion DateLOCATION PROXIMITY:Proximity to basic living amenities including schools, clinics and supermarkets. Traffic is fairly less, making it a prime spot for those commuting to New Dubai hotspots. Dubai International Airport is a 30-minute drive away, via Al Khail Road. Downtown Dubai is slightly closer: it is a 25-minute drive away (via Sheikh Zayed Road) Dubai Media City, Intercity and Dubai Marina are 20 minutes awayProwin Properties is a boutique real estate agency furnishing first-rate client care with customized property counsel and helping our customers to settle on a well-educated choice, holding intimate knowledge of local markets, with a combination of intelligence and integrity, a powerful trend to provide value to our clients and achieve guaranteed Return On Investment (ROI).DED# 861627, RERA# 23424, ORN# 23424",3,4,"1,715",Jumeirah Village Circle (JVC),Apartment,,,,,Unfurnished,,,,,,,,"Balcony or Terrace,Lobby in Building,Service Elevators,Gym or Health Club,Swimming Pool,Jacuzzi,Day Care Center,Kids Play Area,Lawn or Garden,Barbeque Area,CCTV Security,Freehold",,"https://images.bayut.com/thumbnails/335940915-800x600.jpeg,https://images.bayut.com/thumbnails/335940916-800x600.jpeg,https://images.bayut.com/thumbnails/335940933-800x600.jpeg,https://images.bayut.com/thumbnails/335940915-120x90.jpeg,https://images.bayut.com/thumbnails/335940916-120x90.jpeg,https://images.bayut.com/thumbnails/335940917-120x90.jpeg,https://images.bayut.com/thumbnails/335940918-120x90.jpeg,https://images.bayut.com/thumbnails/335940919-120x90.jpeg,https://images.bayut.com/thumbnails/335940920-120x90.jpeg,https://images.bayut.com/thumbnails/335940921-120x90.jpeg,https://images.bayut.com/thumbnails/335940922-120x90.jpeg,https://images.bayut.com/thumbnails/335940923-120x90.jpeg,https://images.bayut.com/thumbnails/335940924-120x90.jpeg,https://images.bayut.com/thumbnails/335940925-120x90.jpeg,https://images.bayut.com/thumbnails/335940926-120x90.jpeg,https://images.bayut.com/thumbnails/335940927-120x90.jpeg,https://images.bayut.com/thumbnails/335940928-120x90.jpeg,https://images.bayut.com/thumbnails/335940929-120x90.jpeg,https://images.bayut.com/thumbnails/335940930-120x90.jpeg,https://images.bayut.com/thumbnails/335940931-120x90.jpeg,https://images.bayut.com/thumbnails/335940932-120x90.jpeg,https://images.bayut.com/thumbnails/335940933-120x90.jpeg,https://images.bayut.com/thumbnails/97467916-240x180.jpeg",,,1675256987778,"1,864,869"
Brand New || Full Burj khalifaand lagoons view || High  floor,"Property Details : 1 BHK : 1 BATHROOM : 2 BALACONIES: 1 PARKING : 915 SQFT + BALACONY Gym or Health ClubSwimming PoolLaundry FacilityBalcony or TerraceLobby in BuildingService ElevatorsPrayer RoomConference RoomSecurity StaffATM Facility24 Hours ConciergeSatellite/Cable TVIntercomCentrally Air-ConditionedCentral HeatingElectricity BackupStorage AreasStudy RoomWaste DisposalMaintenance StaffCleaning ServicesCompany name: Patriot Real EstateRERA ORN: 17286 Address: Office 1401, Damac Executive Heights, Barsha Heights, Dubai Office phone no: View Contact DetailOffice fax no: View Contact DetailPrimary email: Send e-mailWebsite: www. patriot. aeCompany Profile: We handle commercial, residential and investment property in and around Dubai, with an emphasis on the City Fringe and Tech City markets. We are doing what is best for our clients and making sure the vast range of advice we offer enhances their future prosperity. Our team is extremely and proudly approachable. Wherever it is you want to live or work, we welcome the chance to talk to you.DED# 766741, RERA# 17286",,,915,Meydan City,Apartment,,,,,,,,,,,,,"Electricity Backup,Centrally Air-Conditioned,Central Heating,Storage Areas,Study Room,Balcony or Terrace,Lobby in Building,Service Elevators,Prayer Room,Gym or Health Club,Swimming Pool,Waste Disposal,Maintenance Staff,Cleaning Services,Conference Room,Security Staff,Laundry Facility,Satellite/Cable TV,Intercom,ATM Facility,24 Hours Concierge",,"https://images.bayut.com/thumbnails/338799005-800x600.jpeg,https://images.bayut.com/thumbnails/338799006-800x600.jpeg,https://images.bayut.com/thumbnails/338799015-800x600.jpeg,https://images.bayut.com/thumbnails/338799005-120x90.jpeg,https://images.bayut.com/thumbnails/338799006-120x90.jpeg,https://images.bayut.com/thumbnails/338799007-120x90.jpeg,https://images.bayut.com/thumbnails/338799008-120x90.jpeg,https://images.bayut.com/thumbnails/338799009-120x90.jpeg,https://images.bayut.com/thumbnails/338799010-120x90.jpeg,https://images.bayut.com/thumbnails/338799011-120x90.jpeg,https://images.bayut.com/thumbnails/338799012-120x90.jpeg,https://images.bayut.com/thumbnails/338799013-120x90.jpeg,https://images.bayut.com/thumbnails/338799014-120x90.jpeg,https://images.bayut.com/thumbnails/338799015-120x90.jpeg,https://images.bayut.com/thumbnails/27679879-240x180.jpeg",,,1675256990618,"1,250,000"
Extensive 3BR Townhouse plus Maid\'s Room | Lush Green Landscape | Accessible,"Nature-inspired touches, including weaving trees and greenery into the design of your home, this property with extra-luxurious living experience will truly amaze you!Jouri Hills, Jumeirah Gold EstatesSelling Price: AED 4,091,000BUA: 3,160 sq. ft. Off-planAnticipated Completion: June 2025Payment Plan:*20% Down payment*40% During Construction*40% On CompletionFacilities and Amenities:*Nature Inspired Home Touches*Wide Range of Home size and Floor plans*Large Living Spaces*Smart Technology Home*Park with Local Sports Facilities*Swimming Pools*Free Gold Cart for each home purchase*Premium Dishwasher, washing machine, Oven, Microwave, and Fridge*Direct Access to GreeneryConnectivity:*15 Mins to motor City*25 Mins to Palm Jumeirah*30 Mins to Downtown Dubai*30 Mins to Dubai International StadiumJouri Hills is part of the exclusive Jumeirah Golf Estates, a world-class residential golf destination. Set across 1,119 hectares of lush green landscape, the development is an unrivalled destination offering attractive investment opportunities and world class amenities. Each individually designed houses is more than a residence; it is an ideal home in its own right. Call Ms. Hind Jouini 3254 on View Contact Detail / View Contact Detail for more details. or visit www. dubaifirsthome. com for further details. Project No: 2506Project Name: Jouri HillsDeveloper: Arada DevelopmentLocation: Jumeirah Golf EstatesEscrow: View Contact DetailRERA# 1068, DED# 590874BRN# 3254",3,5,"3,160",Jumeirah Golf Estates,Townhouse,,,,,,,,,,,,,"Centrally Air-Conditioned,Central Heating,Balcony or Terrace,Gym or Health Club,Swimming Pool,Kids Play Area,Lawn or Garden,Security Staff,CCTV Security,Broadband Internet,Satellite/Cable TV,Intercom",,"https://images.bayut.com/thumbnails/338378409-800x600.jpeg,https://images.bayut.com/thumbnails/338378410-800x600.jpeg,https://images.bayut.com/thumbnails/338378418-800x600.jpeg,https://images.bayut.com/thumbnails/338378409-120x90.jpeg,https://images.bayut.com/thumbnails/338378410-120x90.jpeg,https://images.bayut.com/thumbnails/338378411-120x90.jpeg,https://images.bayut.com/thumbnails/338378412-120x90.jpeg,https://images.bayut.com/thumbnails/338378413-120x90.jpeg,https://images.bayut.com/thumbnails/338378414-120x90.jpeg,https://images.bayut.com/thumbnails/338378415-120x90.jpeg,https://images.bayut.com/thumbnails/338378416-120x90.jpeg,https://images.bayut.com/thumbnails/338378417-120x90.jpeg,https://images.bayut.com/thumbnails/338378418-120x90.jpeg,https://images.bayut.com/thumbnails/27838520-240x180.jpeg",,,1675256994675,"4,091,000"
New concept of living in Dubai in a unique project,"Homebond Properties is glad to present the most awaited project in the heart of Dubai - The Reve by Azizi DevelopmentsLive in RIVIERA RÊVE 23% discount applied. Call Now!Features:Luxury apartments with high-end facilitiesLocated in the heart of MBR CityAffordable and convenient payment planFamily-oriented neighborhoodInvestor-friendly & High ROIPayment plan:10% down payment40% during construction50% on the handoverEstimated Completion: Q4 2024Highlights:*The new and unique project ever in Dubai - Riviera Reve consists of three 26-storey towers, each of them covered with solar panels and vertical greenery, providing an eco-friendly lifestyle. *Apartments will be equipped with a smart home control system. *Located just next to the Crystal Lagoon, from all 3 towers the residents will be enjoying the view of the Lagoon, along with accessibility. *Each floor has floor-to-ceiling windows providing a spectacular view to the residents. *Beautiful chandeliers and Italian marbled flooring will make an unforgettable impression on each visitor. *The residents will enjoy the infinity pool along with a separate half-Olympic-size pool between the towers. Locations:- 2 min to Meydan One Mall and Meydan Tower- 15 min to Dubai International Airport- 10 min to Downtown Dubai- 10 min to Dubai Creek- 10 min to Dubai Festival CityDED# 678226, RERA# 11889",3,4,"1,716",Meydan City,Apartment,,,,,,,,,,,,,"Centrally Air-Conditioned,Central Heating,Balcony or Terrace,Lobby in Building,Service Elevators,Reception/Waiting Room,Gym or Health Club,Swimming Pool,Security Staff,CCTV Security,Intercom,Freehold",,"https://images.bayut.com/thumbnails/336712963-800x600.jpeg,https://images.bayut.com/thumbnails/336712972-800x600.jpeg,https://images.bayut.com/thumbnails/336708578-800x600.jpeg,https://images.bayut.com/thumbnails/336712963-120x90.jpeg,https://images.bayut.com/thumbnails/336712972-120x90.jpeg,https://images.bayut.com/thumbnails/336708564-120x90.jpeg,https://images.bayut.com/thumbnails/336713000-120x90.jpeg,https://images.bayut.com/thumbnails/336708568-120x90.jpeg,https://images.bayut.com/thumbnails/336708569-120x90.jpeg,https://images.bayut.com/thumbnails/336713034-120x90.jpeg,https://images.bayut.com/thumbnails/336708571-120x90.jpeg,https://images.bayut.com/thumbnails/336708572-120x90.jpeg,https://images.bayut.com/thumbnails/336713066-120x90.jpeg,https://images.bayut.com/thumbnails/336713076-120x90.jpeg,https://images.bayut.com/thumbnails/336708575-120x90.jpeg,https://images.bayut.com/thumbnails/336708576-120x90.jpeg,https://images.bayut.com/thumbnails/336708577-120x90.jpeg,https://images.bayut.com/thumbnails/336708578-120x90.jpeg,https://img.youtube.com/vi/shCRL-Ehoko/sddefault.jpg,https://img.youtube.com/vi/shCRL-Ehoko/default.jpg,https://images.bayut.com/thumbnails/174193432-240x180.jpeg",,,1675256997313,"6,138,000"
Dubai Outlet Mall - 15 Minutes | Payment Plan,"3 BEDROOMSThe latest launch of Camelia Villas at Damac Hills 2 brings a new joy brought by Damac Properties offering 3-bedroom luxury townhouses with epic amenities. Timeless in designs and creative in decor, these astonishing townhouses are a new world of superior comfort combined with refined excellence to make your life what you have always wanted. With exceptional facilities and amenities in sports and rejuvenation, entertainment and fun, this new home is not just a home, but a holiday destination in disguise. Away from the bustling noise of the city, where you come home yet very close to the major landmarks and destinations. Key Highlights:A choice of luxury design 3 bedroom townhousesSuperior comfort at its finest potentialSurrounded by sports amenities and water attractionsExtraordinary lifestyle carved out in the silence of naturePremium design townhouses with private gardenStrategic location bringing you access to world class lifestyleKey Amenities:Zen GardenLazy RiverMalibu BeachGymnasiumFitness ZonesTennis CourtFootball SpaceParking SpaceFloating CinemaFishing LakeDance StudioLocation Connectivity:Dubai Outlet Mall - 15 MinutesFirst Avenue Mall - 15 MinutesAster Medical Centre - 15 MinutesNMC Royal Hospital - 25 MinutesRadisson Dubai Damac Hills - 10 MinutesAl Maktoum International Airport - 30 MinutesMall of the Emirates - 30 MinutesCompletion by 2025CALL View Contact DetailDED# 615519, RERA# 1942",3,3,"1,979",DAMAC Hills 2 (Akoya by DAMAC),Villa,,,,,,,,,,,,,,,"https://images.bayut.com/thumbnails/338658874-800x600.jpeg,https://images.bayut.com/thumbnails/338658877-800x600.jpeg,https://images.bayut.com/thumbnails/338658910-800x600.jpeg,https://images.bayut.com/thumbnails/338658874-120x90.jpeg,https://images.bayut.com/thumbnails/338658877-120x90.jpeg,https://images.bayut.com/thumbnails/338658879-120x90.jpeg,https://images.bayut.com/thumbnails/338658880-120x90.jpeg,https://images.bayut.com/thumbnails/338658882-120x90.jpeg,https://images.bayut.com/thumbnails/338658884-120x90.jpeg,https://images.bayut.com/thumbnails/338658887-120x90.jpeg,https://images.bayut.com/thumbnails/338658891-120x90.jpeg,https://images.bayut.com/thumbnails/338658894-120x90.jpeg,https://images.bayut.com/thumbnails/338658898-120x90.jpeg,https://images.bayut.com/thumbnails/338658901-120x90.jpeg,https://images.bayut.com/thumbnails/338658905-120x90.jpeg,https://images.bayut.com/thumbnails/338658910-120x90.jpeg,https://images.bayut.com/thumbnails/27680105-240x180.jpeg",,,1675256999274,"1,300,000"
13 Minutes - Dubai Miracle Garden | PAYMENT PLAN,"GREENWOOD4 BEDROOMSAfter the success of Phase I, Damac Properties presents Greenwoods Phase 2 at Damac Hills, Dubai that offers 4, 5 and 6-bedroom villas with posh amenities. All the finer things in life begin here at this development, where the stars in your eyes come alive and the dreams become reality. Located at the pristine location that offers easy navigation throughout the city and the key destinations in just minutes away. Residents can enjoy hassle-free access to the rest of the city including Dubai Sports City, JVC, Palm Jumeirah and many such. Key Facilities:BBQ AreaKids Play AreaGymnasiumLED FacadeGaming RoomRooftop TerraceLarge Living AreaSwimming PoolRetail OutletsRestaurants and CafesGardens and ParksGreenwoods Phase 2 by Damac Properties offers a flexible payment plan with attractive 4-years payment options. Connectivity:09 Minutes - Studio One Hotel10 Minutes - Dubai Polo & Equestrian Club12 Minutes - Dubai Autodrome13 Minutes - Dubai Miracle Garden14 Minutes - IMG World of Adventure24 Minutes - Mall of Emirates28 Minutes - Al Maktoum International AirportCOMPLETION YEAR 2024CALL View Contact DetailDED# 615519, RERA# 1942",4,4,"2,655",DAMAC Hills,Villa,,,,,,,,,,,,,,,"https://images.bayut.com/thumbnails/338277282-800x600.jpeg,https://images.bayut.com/thumbnails/338277283-800x600.jpeg,https://images.bayut.com/thumbnails/338277292-800x600.jpeg,https://images.bayut.com/thumbnails/338277282-120x90.jpeg,https://images.bayut.com/thumbnails/338277283-120x90.jpeg,https://images.bayut.com/thumbnails/338277284-120x90.jpeg,https://images.bayut.com/thumbnails/338277285-120x90.jpeg,https://images.bayut.com/thumbnails/338277286-120x90.jpeg,https://images.bayut.com/thumbnails/338277287-120x90.jpeg,https://images.bayut.com/thumbnails/338277288-120x90.jpeg,https://images.bayut.com/thumbnails/338277289-120x90.jpeg,https://images.bayut.com/thumbnails/338277290-120x90.jpeg,https://images.bayut.com/thumbnails/338277291-120x90.jpeg,https://images.bayut.com/thumbnails/338277292-120x90.jpeg,https://images.bayut.com/thumbnails/27680105-240x180.jpeg",,,1675257004049,"2,500,000"
5 Year Payment Plan | Luxury Living | Attractive Design,"Cloud Tower is a chic residential development by Tiger Properties that offers a collection of chic designer studios, 1, 2 and 3 bedroom furnished apartments in JVT Dubai with exclusive amenities. The high-rise, two-tower project towers over the skyline with its 29 residential floors, offering a choice of 447 residences, office space, stores, and multi-level podium parking. Location :✅10 minutes to JBR✅15 minutes to the palm Jumeirah✅15 minutes to Mall of Emirates✅17 minutes to Global village✅ 20 minutes to Dubai mallPayment Plan :✅ 5 years payment plan :✅ 20% Down payment + 4% DLD✅ 60% during construction✅ 20% after handover (in 24months)Amenities :✅Infinity Pool✅ Shops✅ Cafes and Restaurants✅ Basket Ball & Tennis Court✅ 250m Walking & Running Track✅ Huge Gym 5000 Sq. Ft✅ Sauna✅ Steam Room✅ Jacuzzi✅ Kids Play Area✅ BBQ Area✅ 3 Parks✅ Green SpacesFor more details please Call / WhatsApp. Company Name : Trusty Homeshttp://www. trustyhomes. ae/For Viewing And Property AdvisoryMobile : View Contact Detailoffice : View Contact DetailEmail: Send e-mailRERA 26500Trusty Homes Real Estate dedicated to delivering our clients a wide array of services sale, rentals, and many more. DED# 950348, RERA# 26500",,2,550,Jumeirah Village Triangle (JVT),Apartment,,,,,Furnished,,,,,,,,"Furnished,Electricity Backup,Centrally Air-Conditioned,Central Heating,Double Glazed Windows,Storage Areas,Study Room,Balcony or Terrace,Lobby in Building,Service Elevators,Prayer Room,Reception/Waiting Room,First Aid Medical Center,Gym or Health Club,Facilities for Disabled,Swimming Pool,Jacuzzi,Sauna,Steam Room,Day Care Center,Kids Play Area,Lawn or Garden,Barbeque Area,Cafeteria or Canteen,Waste Disposal,Maintenance Staff,Cleaning Services,Business Center,Conference Room,Security Staff,CCTV Security,Shared Kitchen,Laundry Room,Laundry Facility,Broadband Internet,Satellite/Cable TV,Intercom,ATM Facility,24 Hours Concierge,Freehold",,"https://images.bayut.com/thumbnails/337051376-800x600.jpeg,https://images.bayut.com/thumbnails/337051380-800x600.jpeg,https://images.bayut.com/thumbnails/337051407-800x600.jpeg,https://images.bayut.com/thumbnails/337051376-120x90.jpeg,https://images.bayut.com/thumbnails/337051380-120x90.jpeg,https://images.bayut.com/thumbnails/337051383-120x90.jpeg,https://images.bayut.com/thumbnails/337051386-120x90.jpeg,https://images.bayut.com/thumbnails/337051389-120x90.jpeg,https://images.bayut.com/thumbnails/338642831-120x90.jpeg,https://images.bayut.com/thumbnails/337051395-120x90.jpeg,https://images.bayut.com/thumbnails/337051399-120x90.jpeg,https://images.bayut.com/thumbnails/337051401-120x90.jpeg,https://images.bayut.com/thumbnails/337051403-120x90.jpeg,https://images.bayut.com/thumbnails/337051407-120x90.jpeg,https://images.bayut.com/thumbnails/105840265-240x180.jpeg",,,1675257008692,"699,000"
